arvo_id,project,harness,completed,patch_generated,run_status,vuln_id,vuln_function,vuln_file,total_cost_usd,triage_cost_usd,patching_cost_usd,total_llm_calls,failure_phase,failure_error,patch_failure_reason,last_validation_status,last_validation_message,workflow_file
11585,skia,api_mock_gpu_canvas,yes,no,completed,38,fuzz_canvas,skia/fuzz/FuzzCanvas.cpp,0.22084789999999999,0.0448581,0.1759898,33,,,the agent did not produce a result,build_failed,Patch validation failed during build,crs/arvo-patching-agent/arvo_11585/workflow_data.json
11713,harfbuzz,hb-subset-fuzzer,yes,no,completed,39,CFF2VariationStore::serialize,harfbuzz/src/hb-ot-cff2-table.hh,0.08728614999999999,0.029800399999999998,0.057485749999999995,14,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_11713/workflow_data.json
11753,yara,rules_fuzzer,yes,yes,completed,40,yr_re_ast_split_at_chaining_point,yara/libyara/re.c,0.05679835,0.0371735,0.01962485,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_11753/workflow_data.json
12312,harfbuzz,hb-shape-fuzzer,yes,yes,completed,41,AAT::ContextualSubtable<AAT::ObsoleteTypes>::driver_context_t::driver_context_t,harfbuzz/src/hb-aat-layout-morx-table.hh,0.053221,0.031106949999999998,0.02211405,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_12312/workflow_data.json
12419,libxml2,libxml2_xml_reader_for_file_fuzzer,yes,no,completed,42,xmlTextReaderRemoveID,libxml2/xmlreader.c,0.16316229999999998,0.04483115,0.11833115,32,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_12419/workflow_data.json
14637,harfbuzz,hb-subset-fuzzer,yes,no,completed,43,OT::NameRecord::copy,harfbuzz/src/hb-ot-name-table.hh,0.2151324,0.02835175,0.18678065,43,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_14637/workflow_data.json
14916,gdal,gtiff_mmap,yes,no,completed,44,GTiffDataset::ReadStrile,gdal/gdal/frmts/gtiff/geotiff.cpp,0.06782755,0.029317049999999997,0.0385105,8,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_14916/workflow_data.json
15776,imagemagick,ping_eps_fuzzer,yes,no,completed,45,ReadPSInfo,imagemagick/coders/ps.c,0.08053605,0.03161515,0.048920899999999996,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_15776/workflow_data.json
15827,imagemagick,encoder_jnx_fuzzer,yes,no,completed,46,ReadICCProfile,imagemagick/coders/jpeg.c,0.05685575,0.024613749999999997,0.032242,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_15827/workflow_data.json
17228,matio,matio_fuzzer,yes,yes,completed,47,Mat_H5ReadNextReferenceData,matio/src/mat73.c,0.57299795,0.2655597,0.30743824999999997,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_17228/workflow_data.json
18733,ndpi,fuzz_process_packet,yes,no,completed,205,getSSCertificateFingerprint,ndpi/src/lib/protocols/tls.c,0.06467334999999999,0.02496515,0.0397082,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_18733/workflow_data.json
20061,open62541,fuzz_json_decode,yes,yes,completed,48,Variant_decodeJsonUnwrapExtensionObject,open62541/src/ua_types_encoding_json.c,0.05607525,0.03110135,0.0249739,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20061/workflow_data.json
20113,arrow,arrow-ipc-stream-fuzz,yes,no,completed,49,Visit,arrow/cpp/src/arrow/array/validate.cc,0.04859645,0.02863595,0.0199605,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_20113/workflow_data.json
20115,arrow,arrow-ipc-stream-fuzz,yes,no,completed,50,ValidateListArray,arrow/cpp/src/arrow/array/validate.cc,0.415716,0.1479436,0.26777239999999997,12,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_20115/workflow_data.json
20116,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,204,UnionFromFlatbuffer,arrow/cpp/src/arrow/ipc/metadata_internal.cc,0.056792749999999996,0.029804249999999997,0.0269885,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20116/workflow_data.json
20120,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
20123,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,51,FieldFromFlatbuffer,arrow/cpp/src/arrow/ipc/metadata_internal.cc,0.05377155,0.023267299999999998,0.03050425,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20123/workflow_data.json
20124,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
20135,arrow,arrow-ipc-stream-fuzz,yes,no,completed,52,Visit,arrow/cpp/src/arrow/array/validate.cc,0.0544957,0.0273532,0.0271425,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_20135/workflow_data.json
20139,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,53,Visit,arrow/cpp/src/arrow/array/validate.cc,0.07224944999999999,0.0422674,0.029982050000000003,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20139/workflow_data.json
20186,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,213,ValidateListArray,arrow/cpp/src/arrow/array/validate.cc,0.0523691,0.021294,0.0310751,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20186/workflow_data.json
20199,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,212,ArrayData::GetNullCount,arrow/cpp/src/arrow/array.cc,0.1439704,0.07007175,0.07389865,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20199/workflow_data.json
20203,arrow,arrow-ipc-stream-fuzz,yes,no,completed,223,Visit,arrow/cpp/src/arrow/array/validate.cc,0.0523208,0.028644000000000003,0.0236768,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_20203/workflow_data.json
20712,ndpi,fuzz_process_packet,yes,no,completed,208,search_valid_dns,ndpi/src/lib/protocols/dns.c,0.048967449999999996,0.02744455,0.021522899999999998,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_20712/workflow_data.json
20944,harfbuzz,hb-draw-fuzzer,yes,yes,completed,54,OT::gvar::get_offset,harfbuzz/src/hb-ot-var-gvar-table.hh,0.1075081,0.05781755,0.04969055,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_20944/workflow_data.json
21026,harfbuzz,hb-draw-fuzzer,yes,no,completed,55,calculate_scalar,harfbuzz/src/hb-ot-var-gvar-table.hh,0.18204795,0.031881849999999996,0.1501661,43,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_21026/workflow_data.json
21257,ndpi,fuzz_ndpi_reader,yes,no,completed,199,concat_hash_string,ndpi/src/lib/protocols/ssh.c,0.0824656,0.01847265,0.06399295,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_21257/workflow_data.json
21263,ndpi,fuzz_process_packet,yes,no,completed,226,search_valid_dns,ndpi/src/lib/protocols/dns.c,0.06614265,0.018914,0.04722865,10,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_21263/workflow_data.json
21289,ndpi,fuzz_process_packet,yes,no,completed,200,ndpi_search_fix,ndpi/src/lib/protocols/fix.c,0.0362866,0.02176405,0.01452255,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_21289/workflow_data.json
22909,skia,image_filter_deserialize_width,yes,yes,completed,202,SkVertices::Decode,skia/src/core/SkVertices.cpp,0.053415599999999994,0.030418149999999998,0.02299745,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_22909/workflow_data.json
23046,ndpi,fuzz_ndpi_reader,yes,yes,completed,56,ndpi_http_check_content,ndpi/src/lib/protocols/http.c,0.45926125,0.2119803,0.24728095,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_23046/workflow_data.json
23120,libxml2,xml,yes,yes,completed,57,xmlTextReaderFreeProp,libxml2/xmlreader.c,0.059778950000000004,0.032078550000000004,0.0277004,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_23120/workflow_data.json
23140,php,php-fuzz-parser,yes,yes,completed,58,zend_compile_attributes,php-src/Zend/zend_compile.c,0.07429555,0.04819185,0.0261037,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_23140/workflow_data.json
23314,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,59,ParseSGroupV2000VectorDataLine,rdkit/Code/GraphMol/FileParsers/MolSGroupParsing.cpp,0.0812721,0.0345807,0.0466914,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_23314/workflow_data.json
23427,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
24101,arrow,arrow-ipc-stream-fuzz,yes,no,completed,203,PutOffsets,arrow/cpp/src/arrow/array/concatenate.cc,0.1265985,0.0313033,0.0952952,14,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_24101/workflow_data.json
24399,rdkit,mol_data_stream_to_mol_fuzzer,yes,no,completed,229,completeMolQueries,rdkit/Code/GraphMol/QueryOps.cpp,0.0489594,0.02193205,0.027027350000000002,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_24399/workflow_data.json
24406,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
24422,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
24507,harfbuzz,hb-subset-fuzzer,no,no,failed,,,,0,0,0,0,PHASE 5: TRIAGING POV WITH LLM,"Called `Result.unwrap()` on an `Err` value: UnknownCompletionError(reached max retries for completion attempt: e=BadRequestError(""Error code: 400 - {'error': {'message': 'Your input exceeds the context window of this model. Please adjust your input and try again.', 'type': 'invalid_request_error', 'param': 'input', 'code': 'context_length_exceeded'}}""), extra=None)",,,,crs/arvo-patching-agent/arvo_24507/workflow_data.json
24567,php,php-fuzz-parser,yes,yes,completed,60,zend_compile_prop,php-src/Zend/zend_compile.c,0.06322715000000001,0.03890285,0.0243243,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_24567/workflow_data.json
24884,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,61,DictionaryArray::DictionaryArray,arrow/cpp/src/arrow/array/array_dict.cc,0.09912385,0.0500479,0.04907595,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_24884/workflow_data.json
25014,libxml2,xml,yes,yes,completed,62,xmlXIncludeIncludeNode,libxml2/xinclude.c,0.06562255,0.0343028,0.03131975,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_25014/workflow_data.json
25257,php,php-fuzz-parser,yes,yes,completed,63,zend_deactivate,php-src/Zend/zend.c,0.06972455,0.0327005,0.037024049999999996,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_25257/workflow_data.json
25341,assimp,assimp_fuzzer,yes,yes,completed,64,ParseSkinLump_3DGS_MDL7,assimp/code/AssetLib/MDL/MDLMaterialLoader.cpp,0.06903224999999999,0.03804605,0.0309862,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_25341/workflow_data.json
25384,php,php-fuzz-execute,yes,yes,completed,65,shutdown_destructors,php-src/Zend/zend_execute_API.c,0.0500738,0.0272664,0.0228074,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_25384/workflow_data.json
25601,php,php-fuzz-execute,yes,no,completed,66,zend_std_write_property,php-src/Zend/zend_object_handlers.c,0.0682514,0.029188600000000002,0.0390628,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_25601/workflow_data.json
26015,ndpi,fuzz_ndpi_reader,yes,no,completed,67,process_ndpi_collected_info,ndpi/example/reader_util.c,0.17027815000000002,0.02893975,0.1413384,25,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_26015/workflow_data.json
26172,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
26345,fluent-bit,flb-it-fuzz-parser_fuzzer_OSSFUZZ,yes,yes,completed,68,LLVMFuzzerTestOneInput,fluent-bit/tests/internal/fuzzers/parser_fuzzer.c,0.042796600000000004,0.0202209,0.0225757,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_26345/workflow_data.json
26880,ndpi,fuzz_ndpi_reader,yes,no,completed,207,ndpi_workflow_process_packet,ndpi/example/reader_util.c,0.0941696,0.028807100000000002,0.0653625,13,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_26880/workflow_data.json
27025,fluent-bit,flb-it-fuzz-config_map_fuzzer_OSSFUZZ,yes,yes,completed,69,flb_config_map_destroy,fluent-bit/src/flb_config_map.c,0.05297425,0.0240954,0.028878849999999998,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_27025/workflow_data.json
27315,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,70,ParseSGroupV2000VectorDataLine,rdkit/Code/GraphMol/FileParsers/MolSGroupParsing.cpp,0.09426165,0.04543385,0.0488278,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_27315/workflow_data.json
27678,skia,api_raster_n32_canvas,yes,yes,completed,71,InverseBlitter::prepost,skia/src/core/SkScan_Path.cpp,0.0682045,0.040357449999999996,0.027847049999999998,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_27678/workflow_data.json
27945,fluent-bit,flb-it-fuzz-record_ac_fuzzer_OSSFUZZ,yes,yes,completed,72,ra_translate_keymap,fluent-bit/src/flb_record_accessor.c,0.0579096,0.022020949999999997,0.03588865,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_27945/workflow_data.json
28050,skia,skruntimeeffect,yes,yes,completed,73,simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.07077035,0.03162005,0.0391503,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_28050/workflow_data.json
28507,selinux,secilc-fuzzer,yes,yes,completed,74,cil_gen_validatetrans,selinux/libsepol/cil/src/cil_build_ast.c,0.07836325,0.027857200000000002,0.05050605,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_28507/workflow_data.json
28660,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
28904,skia,skruntimeeffect,yes,yes,completed,214,Constructor::getVecComponent,skia/src/sksl/ir/SkSLConstructor.cpp,0.10414459999999999,0.048720349999999996,0.055424249999999994,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_28904/workflow_data.json
29185,wolfssl,cryptofuzz-sp-math-all,yes,yes,completed,75,Bignum::baseConversion,cryptofuzz-sp-math-all/modules/wolfcrypt/bn_helper.cpp,0.07376774999999999,0.03355275,0.040215,11,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29185/workflow_data.json
29444,skia,skruntimeeffect,yes,yes,completed,76,simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.0959651,0.032668649999999994,0.06329645,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29444/workflow_data.json
29500,matio,matio_fuzzer,yes,no,completed,77,H5O_attr_decode,hdf5-1.12.0/src/H5Oattr.c,0.56272755,0.24971064999999998,0.3130169,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_29500/workflow_data.json
29538,php,php-fuzz-unserializehash,yes,yes,completed,78,php_hash_unserialize,php-src/ext/hash/hash.c,0.053699449999999996,0.0275961,0.026103349999999997,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29538/workflow_data.json
29576,matio,matio_fuzzer,yes,no,completed,79,Mat_VarGetSize,matio/src/mat.c,0.31542385000000006,0.15302385000000002,0.16240000000000002,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_29576/workflow_data.json
29734,php,php-fuzz-unserializehash,yes,no,completed,80,php_hash_xxh32_unserialize,php-src/ext/hash/hash_xxhash.c,0.15163434999999997,0.020272,0.13136235,21,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_29734/workflow_data.json
29816,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,81,get_coffset,c-blosc2/blosc/frame.c,0.062037499999999995,0.03125045,0.03078705,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29816/workflow_data.json
29849,skia,sksl2pipeline,yes,yes,completed,82,constantPropagate,skia/src/sksl/ir/SkSLVariableReference.cpp,0.0804965,0.0457261,0.0347704,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29849/workflow_data.json
29947,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,83,get_coffset,c-blosc2/blosc/frame.c,0.0542759,0.027002500000000002,0.0272734,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_29947/workflow_data.json
30572,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
30717,selinux,secilc-fuzzer,yes,no,completed,84,is_avrule_redundant,selinux/libsepol/src/optimize.c,0.08759275,0.042487899999999995,0.045104849999999995,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_30717/workflow_data.json
30894,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
30950,skia,skruntimeeffect,yes,yes,completed,85,Compiler::simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.05989655,0.03051755,0.029379,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_30950/workflow_data.json
30974,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,86,get_coffset,c-blosc2/blosc/frame.c,0.043239349999999996,0.023305100000000002,0.019934249999999997,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_30974/workflow_data.json
31241,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,87,frame_decompress_chunk,c-blosc2/blosc/frame.c,0.04776065,0.03095155,0.0168091,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31241/workflow_data.json
31556,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,88,blosc_d,c-blosc2/blosc/blosc2.c,0.0557543,0.026147800000000002,0.029606499999999997,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31556/workflow_data.json
31575,php,php-fuzz-execute,yes,no,completed,89,php_var_dump,php-src/ext/standard/var.c,0.0685335,0.0313922,0.0371413,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_31575/workflow_data.json
31586,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,90,initialize_context_decompression,c-blosc2/blosc/blosc2.c,0.0415114,0.023821349999999998,0.01769005,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31586/workflow_data.json
31591,libredwg,llvmfuzz,yes,yes,completed,91,dwg_decode_LWPOLYLINE_private,libredwg/src/dwg.spec,0.07144585,0.028260050000000002,0.043185799999999996,12,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31591/workflow_data.json
3175,ffmpeg,ffmpeg_AV_CODEC_ID_HEVC_fuzzer,yes,no,completed,92,hls_transform_unit,ffmpeg/libavcodec/hevcdec.c,0.0522368,0.02829785,0.02393895,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_3175/workflow_data.json
31754,skia,api_mock_gpu_canvas,yes,yes,completed,93,GrGpuResource::CacheAccess::release,skia/src/gpu/GrGpuResourceCacheAccess.h,0.0709926,0.039646600000000004,0.031346,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31754/workflow_data.json
31901,gpac,fuzz_parse,yes,yes,completed,94,iloc_box_read,gpac/src/isomedia/box_code_meta.c,0.057458449999999994,0.0258125,0.03164595,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_31901/workflow_data.json
32040,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,95,bitunshuffle,c-blosc2/blosc/shuffle.c,0.049240099999999995,0.02851695,0.02072315,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_32040/workflow_data.json
32140,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,96,get_coffset,c-blosc2/blosc/frame.c,0.06749645,0.04087895,0.0266175,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_32140/workflow_data.json
32260,selinux,secilc-fuzzer,yes,no,completed,97,is_avrule_redundant,selinux/libsepol/src/optimize.c,0.060985050000000006,0.031784900000000005,0.02920015,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_32260/workflow_data.json
32336,c-blosc2,decompress_frame_fuzzer,yes,no,completed,98,ZSTD_execSequenceEnd,c-blosc2/internal-complibs/zstd-1.4.9/decompress/zstd_decompress_block.c,0.08271095,0.0419552,0.04075575,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_32336/workflow_data.json
32356,gpac,fuzz_parse,yes,yes,completed,99,audio_sample_entry_box_read,gpac/src/isomedia/box_code_base.c,0.0637672,0.0310562,0.032711,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_32356/workflow_data.json
32604,libredwg,llvmfuzz,yes,no,completed,100,dwg_free_MTEXTATTRIBUTEOBJECTCONTEXTDATA_private,libredwg/src/dwg.spec,0.0715526,0.03695125,0.03460135,12,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_32604/workflow_data.json
3265,librawspeed,TiffDecoderFuzzer-SrwDecoder,yes,no,completed,101,decompressRow,librawspeed/src/librawspeed/decompressors/SamsungV2Decompressor.cpp,0.1751456,0.04895555,0.12619005,25,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_3265/workflow_data.json
32675,selinux,secilc-fuzzer,yes,yes,completed,102,check_assertion_avtab_match,selinux/libsepol/src/assertion.c,0.07326165,0.0450422,0.02821945,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_32675/workflow_data.json
34259,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,103,get_vlmeta_from_trailer,c-blosc2/blosc/frame.c,0.06104385,0.03265045,0.0283934,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_34259/workflow_data.json
3447,librawspeed,TiffDecoderFuzzer-DngDecoder,yes,no,completed,104,transferBadPixelsToMap,librawspeed/src/librawspeed/common/RawImage.cpp,0.0451444,0.01821995,0.02692445,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_3447/workflow_data.json
34852,harfbuzz,hb-subset-fuzzer,yes,yes,completed,105,closure_forV1,harfbuzz/src/hb-ot-color-colr-table.hh,0.055446999999999996,0.03303265,0.02241435,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_34852/workflow_data.json
34911,serenity,FuzzURL,yes,yes,completed,201,parse,serenity/AK/URLParser.cpp,0.057943549999999996,0.0227815,0.03516205,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_34911/workflow_data.json
35553,selinux,secilc-fuzzer,yes,yes,completed,106,cil_typeattribute_to_bitmap,selinux/libsepol/cil/src/cil_binary.c,0.0698523,0.032259499999999997,0.0375928,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_35553/workflow_data.json
35876,php,php-fuzz-execute,yes,yes,completed,107,ZEND_ASSIGN_OP_SPEC_VAR_TMPVAR_HANDLER,php-src/Zend/zend_vm_execute.h,0.05518765,0.0346794,0.02050825,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_35876/workflow_data.json
36306,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
