id,patch_exists,workflow_exists,total_cost_usd,triage_cost_usd,patching_cost_usd,total_llm_calls,triage_llm_calls,patching_llm_calls,total_input_tokens,total_output_tokens,model
30572,True,True,0.060384099999999996,0.02403555,0.03634855,6,2,4,51974,826,gpt-5.3-codex
30717,True,True,0.09047464999999999,0.041950299999999996,0.048524349999999994,7,2,5,119287,926,gpt-5.3-codex
30894,True,True,0.07532805000000001,0.033285,0.04204305,6,2,4,53963,752,gpt-5.3-codex
30950,True,True,0.09161285,0.031110099999999998,0.06050275,9,4,5,95131,1190,gpt-5.3-codex
30974,True,True,0.05028484999999999,0.019040699999999997,0.03124415,6,2,4,37171,947,gpt-5.3-codex
31170,True,True,0.07543305,0.04057935,0.0348537,9,2,7,73359,1143,gpt-5.3-codex
31241,True,True,0.0400589,0.02174165,0.01831725,6,2,4,40390,779,gpt-5.3-codex
31556,True,True,0.0460124,0.02682715,0.01918525,7,3,4,50816,837,gpt-5.3-codex
31575,False,True,0.06491380000000001,0.0316386,0.033275200000000005,5,2,3,57780,899,gpt-5.3-codex
31586,True,True,0.05793585,0.03139255,0.0265433,7,2,5,57503,968,gpt-5.3-codex
31591,True,True,0.07847735,0.03162285,0.0468545,12,3,9,112785,1141,gpt-5.3-codex
31754,True,True,0.08723539999999999,0.0509782,0.036257199999999996,7,3,4,89892,913,gpt-5.3-codex
31901,True,True,0.0631407,0.024922100000000003,0.0382186,8,3,5,63634,1063,gpt-5.3-codex
32040,True,True,0.05289515,0.02674945,0.0261457,6,2,4,57053,765,gpt-5.3-codex
32140,True,True,0.06616749999999999,0.03736705,0.02880045,7,2,5,60050,964,gpt-5.3-codex
32260,True,True,0.08560789999999999,0.0344617,0.051146199999999996,8,2,6,116850,1099,gpt-5.3-codex
32336,True,True,0.06844145,0.0328552,0.03558625,7,2,5,77927,1095,gpt-5.3-codex
32356,True,True,0.0634613,0.035013999999999997,0.0284473,9,4,5,71414,1395,gpt-5.3-codex
32604,False,True,0.05932535,0.025315499999999998,0.03400985,11,3,8,82313,846,gpt-5.3-codex
32675,True,True,0.07784945,0.0454923,0.03235715,7,3,4,82271,1008,gpt-5.3-codex
33402,True,True,0.12716655,0.0307552,0.09641134999999999,15,2,13,156561,1206,gpt-5.3-codex
33413,True,True,0.04958835,0.02731995,0.0222684,6,2,4,41589,993,gpt-5.3-codex
34259,True,True,0.05286715,0.03421005,0.0186571,6,2,4,44373,836,gpt-5.3-codex
34852,True,True,0.0575239,0.02714705,0.030376850000000004,7,3,4,56522,802,gpt-5.3-codex
34911,True,True,0.07009974999999999,0.0253267,0.044773049999999995,7,2,5,64505,760,gpt-5.3-codex
35293,True,True,0.06424075,0.0274988,0.03674195,6,2,4,56925,713,gpt-5.3-codex
35553,True,True,0.062336050000000004,0.02963625,0.0326998,6,2,4,65195,1084,gpt-5.3-codex
35876,True,True,0.05491675,0.0296513,0.025265450000000002,6,2,4,56893,771,gpt-5.3-codex
36306,True,True,0.09098354999999998,0.026852699999999997,0.06413084999999999,7,2,5,63869,1064,gpt-5.3-codex
36402,True,True,0.82403895,0.40489785,0.4191411,9,4,5,1525169,1097,gpt-5.3-codex
36464,True,True,0.07948430000000001,0.03311945,0.04636485,10,3,7,95090,1524,gpt-5.3-codex
36807,False,True,0.0565383,0.030179099999999997,0.0263592,5,2,3,45874,853,gpt-5.3-codex
36930,True,True,0.06787409999999999,0.0411194,0.0267547,13,7,6,123142,961,gpt-5.3-codex
36998,True,True,0.2360484,0.08240085,0.15364755,7,2,5,251704,820,gpt-5.3-codex
37425,True,True,0.0468342,0.03231025,0.01452395,6,2,4,37716,618,gpt-5.3-codex
37915,True,True,0.05367845,0.02541805,0.0282604,7,2,5,61339,890,gpt-5.3-codex
38121,True,True,0.07762545,0.0363734,0.04125205,7,2,5,93719,785,gpt-5.3-codex
38989,True,True,0.05557405,0.026985349999999998,0.0285887,8,3,5,63139,1002,gpt-5.3-codex
40307,True,True,0.026838,0.01356425,0.013273749999999999,6,2,4,27112,688,gpt-5.3-codex
40556,True,True,0.0841435,0.043405599999999996,0.0407379,8,2,6,92642,1054,gpt-5.3-codex
40629,True,True,0.056642250000000005,0.02806965,0.0285726,7,3,4,65847,1071,gpt-5.3-codex
40902,True,True,0.28217840000000005,0.1350279,0.14715050000000002,8,3,5,456368,852,gpt-5.3-codex
41208,True,True,0.08455825,0.03585365,0.0487046,8,2,6,99855,1478,gpt-5.3-codex
41439,False,True,0.06621369999999999,0.020618499999999998,0.045595199999999995,7,3,4,43894,2382,gpt-5.3-codex
42859,True,True,0.0757344,0.027335349999999998,0.04839905,7,2,5,69080,893,gpt-5.3-codex
42862,False,True,0.08376375,0.0329189,0.05084485,7,2,5,97049,1340,gpt-5.3-codex
42894,False,True,0.0810558,0.039127199999999994,0.0419286,9,5,4,89092,1234,gpt-5.3-codex
43925,False,True,0.08888075,0.0193193,0.06956145,14,3,11,82981,2024,gpt-5.3-codex
44212,True,True,0.09489375,0.051325749999999996,0.043567999999999996,9,4,5,144113,932,gpt-5.3-codex
44405,False,True,0.0598066,0.0271418,0.0326648,8,3,5,62876,1006,gpt-5.3-codex
44766,True,True,0.06650139999999999,0.032288199999999996,0.0342132,10,3,7,89772,1103,gpt-5.3-codex
44885,True,True,0.0583737,0.027953799999999997,0.0304199,6,2,4,51166,625,gpt-5.3-codex
45369,True,True,0.039106550000000004,0.020780550000000002,0.018326,6,2,4,42001,740,gpt-5.3-codex
45429,True,True,0.12150425000000001,0.05020995,0.0712943,10,4,6,121175,948,gpt-5.3-codex
45880,True,True,0.06429045,0.0362355,0.028054950000000002,7,3,4,67547,1088,gpt-5.3-codex
45934,False,True,0.11887189999999999,0.06602469999999999,0.0528472,7,3,4,118194,1075,gpt-5.3-codex
46081,False,True,0.12190219999999999,0.06300454999999999,0.05889765,9,3,6,146580,1444,gpt-5.3-codex
46194,False,True,0.06086009999999999,0.023299149999999998,0.037560949999999996,7,2,5,51502,847,gpt-5.3-codex
46323,True,True,0.0528857,0.02602705,0.02685865,9,4,5,63398,1008,gpt-5.3-codex
46847,True,True,0.088606,0.03466645,0.05393955,9,3,6,81736,936,gpt-5.3-codex
47259,True,True,0.070203,0.03025855,0.03994445,11,3,8,111700,916,gpt-5.3-codex
49068,True,True,0.039165,0.01596945,0.02319555,7,2,5,49412,797,gpt-5.3-codex
49259,True,True,0.26505745000000003,0.13060285,0.1344546,11,5,6,525695,928,gpt-5.3-codex
49433,True,True,0.060377799999999995,0.0249963,0.035381499999999996,10,3,7,87548,1030,gpt-5.3-codex
49441,False,True,0.056920149999999996,0.029550149999999997,0.02737,9,4,5,63593,1171,gpt-5.3-codex
49455,True,True,0.0691047,0.0238777,0.045227,7,2,5,65698,727,gpt-5.3-codex
49475,True,True,0.058080400000000004,0.031798900000000005,0.0262815,10,4,6,72576,1427,gpt-5.3-codex
49505,True,True,0.0570542,0.027373849999999998,0.029680349999999998,8,3,5,73132,953,gpt-5.3-codex
49525,True,True,0.1250312,0.03665935,0.08837185,12,2,10,156736,1406,gpt-5.3-codex
49797,True,True,0.061269250000000004,0.0198877,0.04138155,7,2,5,67195,729,gpt-5.3-codex
49835,True,True,0.06730045,0.0281057,0.03919475,7,2,5,54851,802,gpt-5.3-codex
49901,True,True,0.0535703,0.02283575,0.03073455,8,3,5,46858,1022,gpt-5.3-codex
50105,True,True,0.04856775000000001,0.02058735,0.027980400000000002,8,3,5,45825,1341,gpt-5.3-codex
50433,True,True,0.04554655,0.021032199999999997,0.02451435,6,2,4,38881,870,gpt-5.3-codex
50725,True,True,0.0742588,0.024136349999999997,0.050122450000000006,7,2,5,65976,902,gpt-5.3-codex
50832,True,True,0.0440006,0.02552165,0.01847895,7,3,4,47036,777,gpt-5.3-codex
50833,True,True,0.07106225,0.0396165,0.031445749999999995,11,6,5,88343,873,gpt-5.3-codex
50840,True,True,0.1102731,0.0431053,0.0671678,15,4,11,97090,2422,gpt-5.3-codex
51169,True,True,0.1171548,0.028639450000000004,0.08851534999999999,10,2,8,124648,808,gpt-5.3-codex
51294,False,True,,,,,,,,,
51432,True,True,0.0610092,0.03405535,0.026953849999999998,7,3,4,59648,833,gpt-5.3-codex
52432,True,True,0.06347215,0.0394625,0.02400965,11,5,6,79137,1280,gpt-5.3-codex
53173,True,True,0.04384205,0.02355115,0.0202909,8,4,4,46507,947,gpt-5.3-codex
53183,True,True,0.04214735,0.0171661,0.02498125,8,3,5,57697,824,gpt-5.3-codex
53623,False,True,0.07599444999999999,0.03487575,0.0411187,6,2,4,61251,839,gpt-5.3-codex
54162,True,True,0.10324929999999999,0.052585049999999994,0.050664249999999994,11,6,5,112454,1123,gpt-5.3-codex
54163,True,True,0.07671649999999999,0.029772399999999997,0.0469441,8,3,5,57766,1283,gpt-5.3-codex
54380,True,True,0.05744235,0.02680825,0.0306341,8,3,5,54749,1565,gpt-5.3-codex
54861,False,True,0.1853999,0.047687850000000004,0.13771205,12,2,10,168842,1080,gpt-5.3-codex
55026,False,True,0.37472644999999993,0.03848145,0.33624499999999996,34,3,31,583379,2847,gpt-5.3-codex
55579,True,True,0.07445304999999999,0.028941500000000002,0.04551155,10,3,7,70319,1021,gpt-5.3-codex
56308,True,True,0.055335350000000005,0.02075885,0.0345765,7,3,4,45097,965,gpt-5.3-codex
56476,True,True,0.29157765,0.1430429,0.14853475,7,3,4,436811,1016,gpt-5.3-codex
56953,True,True,0.0652085,0.020603450000000002,0.04460505,11,3,8,78422,1119,gpt-5.3-codex
56991,True,True,0.18177425,0.08713285,0.0946414,8,3,5,287047,791,gpt-5.3-codex
57001,True,True,0.048975149999999995,0.022041949999999998,0.0269332,7,2,5,46525,937,gpt-5.3-codex
57080,True,True,0.07271145,0.0374409,0.03527055,8,4,4,59151,1083,gpt-5.3-codex
57084,True,True,0.045547599999999994,0.027206199999999996,0.018341399999999997,7,3,4,47368,846,gpt-5.3-codex
57110,True,True,0.0481775,0.0329154,0.0152621,8,3,5,47250,775,gpt-5.3-codex
57284,True,True,0.05256405,0.029786049999999998,0.022778,8,4,4,55987,889,gpt-5.3-codex
57294,True,True,0.049369949999999996,0.029415049999999998,0.0199549,7,3,4,50869,811,gpt-5.3-codex
57304,True,True,0.045149999999999996,0.0223335,0.0228165,7,3,4,51216,783,gpt-5.3-codex
57316,True,True,0.08774114999999999,0.03386985,0.0538713,7,3,4,76925,986,gpt-5.3-codex
57442,True,True,0.043468950000000006,0.026953500000000002,0.01651545,9,4,5,49761,1032,gpt-5.3-codex
57703,True,True,0.18345214999999998,0.086814,0.09663814999999999,8,3,5,293401,779,gpt-5.3-codex
57766,True,True,0.2364782,0.11192825,0.12454994999999999,7,3,4,341732,1146,gpt-5.3-codex
58061,True,True,0.1141252,0.039034799999999995,0.0750904,11,3,8,112376,1348,gpt-5.3-codex
58133,True,True,0.0670194,0.03422335,0.03279605,7,3,4,73276,970,gpt-5.3-codex
58553,True,True,0.07203000000000001,0.0389151,0.0331149,7,3,4,73240,886,gpt-5.3-codex
58577,True,True,0.14237545,0.08019899999999999,0.062176449999999994,8,3,5,162159,1247,gpt-5.3-codex
58663,True,True,0.0801479,0.04288864999999999,0.037259249999999994,7,3,4,106698,754,gpt-5.3-codex
58723,True,True,0.08788535,0.0442421,0.04364325,7,3,4,117473,723,gpt-5.3-codex
58946,True,True,0.07508025,0.03432065,0.0407596,7,3,4,67751,854,gpt-5.3-codex
59072,True,True,0.05534549999999999,0.028858549999999997,0.02648695,7,3,4,64586,992,gpt-5.3-codex
59645,True,True,0.0530418,0.025580799999999997,0.027461,7,3,4,53852,1190,gpt-5.3-codex
59654,True,True,0.0532938,0.02616425,0.02712955,6,2,4,59060,701,gpt-5.3-codex
59706,True,True,0.0466354,0.02374715,0.02288825,9,4,5,60380,1054,gpt-5.3-codex
59710,True,True,0.059738349999999996,0.028521849999999998,0.0312165,9,3,6,67757,1471,gpt-5.3-codex
59808,False,True,0.0663901,0.02171085,0.04467925,10,3,7,66414,1610,gpt-5.3-codex
59862,False,True,0.06231995,0.0300748,0.03224515,6,2,4,51941,882,gpt-5.3-codex
60456,True,True,0.07380205,0.024688299999999996,0.04911375,9,2,7,82371,908,gpt-5.3-codex
60467,True,True,0.08465135,0.042125300000000004,0.042526049999999996,7,3,4,66073,1013,gpt-5.3-codex
60473,True,True,0.053663749999999996,0.022551549999999997,0.0311122,6,2,4,57425,975,gpt-5.3-codex
60506,True,True,0.338569,0.1479303,0.1906387,7,2,5,512740,987,gpt-5.3-codex
61180,True,True,0.052161549999999994,0.023633749999999995,0.0285278,7,2,5,56101,1062,gpt-5.3-codex
61233,True,True,0.0605528,0.028879549999999997,0.03167325,7,2,5,69064,833,gpt-5.3-codex
62209,True,True,0.07906640000000001,0.03173415,0.04733225,6,2,4,80032,1202,gpt-5.3-codex
62615,False,True,0.07015715,0.0296401,0.04051705,5,2,3,47413,1907,gpt-5.3-codex
63715,True,True,0.07685125,0.0458815,0.03096975,12,7,5,98891,1120,gpt-5.3-codex
64111,True,True,0.05984825,0.023073749999999997,0.0367745,8,3,5,56087,1440,gpt-5.3-codex
64579,True,True,0.0825412,0.03115,0.0513912,9,4,5,98648,952,gpt-5.3-codex
65012,True,True,0.048700049999999995,0.028017149999999998,0.020682899999999997,7,3,4,50843,752,gpt-5.3-codex
65528,True,True,0.0543578,0.0171479,0.0372099,8,2,6,57996,982,gpt-5.3-codex
66031,True,True,0.06125525,0.03554495,0.0257103,10,4,6,66747,1144,gpt-5.3-codex
